"cod_dane","municipio","departamento","municipio_std","departamento_std","nombre_municipio","cn_censo_electoral","se_censo_electoral","cn_votantes","se_votantes","cn_votos_validos","se_votos_validos","cn_votos_blancos","se_votos_blancos","cn_votos_nulos","se_votos_nulos","cn_abstencion","se_abstencion","cn_participacion","se_participacion","se_cn_ratio","se_cn_brecha","se_partido_ganador","se_votos_ganador","se_votos_segundo","se_margen","se_HHI","se_ENP","se_total_votos","se_indice_autonomia","se_indice_competencia","se_indice_periferia","se_indice_captura","se_lisa_captura","se_lisa_periferia","se_cluster_tipo","ca_votos_totales","ca_partido_ganador","ca_votos_ganador","ca_votos_segundo","ca_n_partidos","ca_HHI","ca_margen","cn_coalicion","cn_fvida","cn_gran","p22_votos_totales","p22_ganador","p22_votos_ganador","p22_votos_segundo","p22_HHI","p22_margen","p22_petro","p22_fico","p22_rodolfo","p22_fajardo","p22_betancourt","p22_gomez","p22_perez","p22_milton","fiscal_multas","fiscal_responsabilidades","fiscal_disciplinares","fiscal_penales","p18_mesas","p18_total_mesas","p18_votantes","p18_votos_validos","p18_votos_blancos","p18_votos_nulos","p18_votos_no_marcados","p18_duque","p18_petro","p18_fajardo","p18_vargas","p18_delacalle","p18_blanco","p18_morales","p18_trujillo","p18_votos_totales","p18_ganador","p18_HHI","s18_mesas","s18_total_mesas","s18_votantes","s18_votos_validos","s18_votos_blancos","s18_votos_nulos","s18_votos_no_marcados","s18_duque","s18_petro","s18_votos_totales","s18_ganador","s18_margen","pv_subperiodo_1","pv_subperiodo_2","pv_subperiodo_3","pv_total","ct_subperiodo_1","ct_subperiodo_2","ct_subperiodo_3","ct_total","dm_subperiodo_1","dm_subperiodo_2","dm_subperiodo_3","dm_total","idx_exposicion","alta_exposicion","anio","mesas_total_2v2026","mesas_escrutadas_2v2026","censo_2v2026","votantes_2v2026","votos_validos_2v2026","votos_nulos_2v2026","votos_no_marcados_2v2026","votos_blanco_2v2026","votos_2v2026_abelardo_de_la_espriella","votos_2v2026_ivan_cepeda_castro","tipologia_d2"
"52207","Consacá","Nariño","CONSACA","NARINO","CONSACA",9146,9146,1194,5624,923,5309,0,72,88,144,0.869451126175377,0.385086376558058,0.130548873824623,0.614913623441942,4.71021775544389,0.484364749617319,"Pacto Histórico",1217,952,0.0522682445759369,0.165664289687958,6.03630391247008,5070,0.775652085172736,0.792631171239129,0.453667154465105,0.224634199991001,"No significativo","Low-Low","Democracia competitiva",5262,"Partido_71",1681,1213,66,0.197917023311073,0.088939566704675,132,1055,5814,5075,"Gustavo Petro",3024,1431,0.444340255769371,0.313891625615764,3024,1431,488,117,1,8,1,5,0,0,0,1,33,33,4268,4090,84,77,17,1388,1902,273,421,80,9,9,8,4268,"Gustavo Petro",0.346869220054878,33,33,4929,4712,139,65,13,1978,2734,4712,"Gustavo Petro",0.16044142614601,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,35,35,9051,6558,6495,55,8,70,2129,4296,"periferico"
"86755","San Francisco","Putumayo","SAN FRANCISCO","PUTUMAYO","SAN FRANCISCO",4942,4942,774,2756,593,2515,0,119,50,50,0.843383245649535,0.442331040064751,0.156616754350465,0.557668959935249,3.56072351421189,0.401052205584783,"Pacto Histórico",971,307,0.300997280145059,0.245296557891648,4.07669805314479,2206,0.747764327594672,0.575542899186622,0.495087668822799,0.244395769159384,"No significativo","No significativo","Periferia democrática",2616,"Partido_56",737,660,63,0.231910309644718,0.029434250764526,84,840,3447,2636,"Gustavo Petro",1616,587,0.445412359739431,0.390364188163885,1616,587,369,52,0,4,2,6,0,0,0,0,13,13,2219,2144,57,12,6,834,835,211,76,173,11,2,2,2219,"Gustavo Petro",0.320448030950657,13,13,2711,2584,96,27,4,1229,1355,2584,"Gustavo Petro",0.0487616099071207,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,15,15,4843,3448,3422,20,6,46,996,2380,"periferico"
"52838","Túquerres","Nariño","TUQUERRES","NARINO","TUQUERRES",36557,36557,2913,17986,1984,16712,0,503,423,592,0.920316218508083,0.508001203599858,0.0796837814919167,0.491998796400142,6.1743906625472,0.412315014908226,"Pacto Histórico",5427,2521,0.233207607736137,0.252321192847952,3.96320257015668,12461,0.6266856213913,0.570506136817351,0.599306156181475,0.36939541394302,"High-High","No significativo","Periferia democrática",15999,"Partido_26",5443,3002,66,0.196171790238734,0.152572035752235,420,2345,11745,18783,"Gustavo Petro",14331,2419,0.606672342216041,0.6341904914018,14331,2419,1649,288,11,35,5,45,1,0,14,1,100,100,15977,15116,441,340,80,3144,8775,1602,1193,260,59,27,56,15977,"Gustavo Petro",0.398026624447398,100,100,18862,18098,398,309,57,4398,13700,18098,"Gustavo Petro",0.513979445242568,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,115,115,36133,25415,25110,257,48,212,4588,20310,"periferico"
"86219","Colón","Putumayo","COLON","PUTUMAYO","COLON",4806,4806,780,2945,564,2814,0,68,65,32,0.837702871410737,0.38722430295464,0.162297128589263,0.61277569704536,3.77564102564103,0.450478568456097,"Pacto Histórico",883,514,0.140464408070042,0.196397864755173,5.09170505110424,2627,0.79254604937296,0.711892481307241,0.438881155930567,0.205007091564951,"No significativo","No significativo","Democracia competitiva",2767,"Partido_131",1001,693,63,0.249406076494761,0.111311890133719,84,545,3717,2696,"Gustavo Petro",1819,587,0.509982367547482,0.456973293768546,1819,587,226,47,0,7,0,10,0,0,0,0,13,13,2285,2232,37,10,6,737,1040,199,66,181,2,2,5,2285,"Gustavo Petro",0.341544783597333,13,13,2547,2456,70,14,7,1026,1430,2456,"Gustavo Petro",0.164495114006515,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,14,14,4734,3327,3307,19,1,24,944,2339,"periferico"
"52565","Providencia","Nariño","PROVIDENCIA","NARINO","PROVIDENCIA",5204,5204,245,2945,138,2800,0,44,57,68,0.952920830130669,0.434089162182936,0.0470791698693313,0.565910837817064,12.0204081632653,0.518831667947732,"Pacto Histórico",1049,783,0.104191147669409,0.284803528302225,3.51119245594046,2553,0.422756034309612,0.634454050321729,0.545266666755881,0.581922437945785,"High-High","No significativo","Captura territorial",2763,"Partido_26",1021,917,66,0.265970926239647,0.0376402461093015,32,150,828,2888,"Gustavo Petro",2511,240,0.764063351263419,0.786357340720222,2511,240,97,21,2,8,1,8,0,0,2,0,13,13,2148,2081,38,12,17,143,1657,82,186,8,0,3,2,2148,"Gustavo Petro",0.648298222793767,13,13,2775,2729,32,8,6,298,2431,2729,"Gustavo Petro",0.781604983510443,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,15,15,5140,3948,3921,22,5,28,358,3535,"periferico"
"52480","Nariño","Nariño","NARINO","NARINO","NARIÑO",5198,5198,1226,3692,798,3385,0,104,162,170,0.764140053866872,0.289726818006926,0.235859946133128,0.710273181993074,3.01141924959217,0.474413235859946,"Pacto Histórico",1127,1104,0.00710315009264978,0.253702653137293,3.94162216135297,3238,0.849908312832385,0.755594721757389,0.305729970061587,0.157941067133706,"No significativo","No significativo","Democracia competitiva",3335,"Partido_26",960,913,66,0.207715902168856,0.0140929535232384,210,660,5049,2942,"Gustavo Petro",2004,429,0.504896154569583,0.535350101971448,2004,429,403,86,2,5,0,13,0,0,4,1,16,16,2751,2614,72,53,12,860,1161,370,141,63,12,3,4,2751,"Gustavo Petro",0.329035169931316,16,16,3038,2884,97,47,10,1089,1795,2884,"Gustavo Petro",0.244798890429958,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,16,16,5225,3970,3926,40,4,40,1242,2644,"periferico"
"52036","Ancuya","Nariño","ANCUYA","NARINO","ANCUYA",7236,7236,611,4106,466,3977,0,33,40,51,0.915561083471531,0.432559425096739,0.0844389165284688,0.567440574903261,6.72013093289689,0.483001658374793,"Alianza por Colombia",1403,929,0.12194494468742,0.229566353155575,4.35603905474035,3887,0.633692181902385,0.666546853650621,0.523962289213338,0.366788066793503,"No significativo","No significativo","Dominio partidista",3910,"Partido_71",1415,819,66,0.214302889175241,0.152429667519182,82,515,2898,3346,"Gustavo Petro",2658,326,0.648101827520455,0.696951583980873,2658,326,284,63,1,9,1,4,0,0,2,0,24,24,3235,3147,54,22,12,988,1598,267,213,63,7,5,6,3235,"Gustavo Petro",0.368596538898093,24,24,3906,3778,88,33,7,1504,2274,3778,"Gustavo Petro",0.203811540497618,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,25,25,7091,4829,4814,14,1,41,770,4003,"periferico"
"86749","Sibundoy","Putumayo","SIBUNDOY","PUTUMAYO","SIBUNDOY",11479,11479,1514,6461,1170,6178,0,250,122,79,0.868106977959753,0.437146092865232,0.131893022040247,0.562853907134768,4.26750330250991,0.43096088509452,"Pacto Histórico",2576,527,0.389321679650389,0.276813322450215,3.61254289045228,5263,0.678664818532767,0.519913420590512,0.503204431401243,0.310802020764673,"No significativo","No significativo","Dominio partidista",5912,"Partido_127",1823,1356,63,0.212950232182978,0.0789918809201624,206,875,8028,6243,"Gustavo Petro",4447,1075,0.545471873556849,0.540124939932725,4447,1075,558,129,5,13,4,12,0,0,4,0,28,28,5492,5322,110,35,25,1522,2690,648,77,365,9,5,6,5492,"Gustavo Petro",0.357005218671413,28,28,6347,6118,159,56,14,2166,3952,6118,"Gustavo Petro",0.291925465838509,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,33,33,11358,8327,8273,43,11,93,1876,6304,"periferico"
"18860","Valparaíso","Caquetá","VALPARAISO","CAQUETA","VALPARAISO",5915,5915,747,2206,615,2075,0,42,44,55,0.873710904480135,0.627049873203719,0.126289095519865,0.372950126796281,2.95314591700134,0.246661031276416,"Cambio Radical",403,339,0.031542631838344,0.136466042774059,7.32783027683786,2029,0.881450312824895,0.757854135349169,0.689483244702879,0.118173059859879,"No significativo","High-High","Periferia democrática",2035,"Partido_42",861,396,64,0.262373814511407,0.228501228501229,50,770,3924,2297,"Rodolfo Hernández",1467,455,0.468405440345521,0.440574662603396,455,334,1467,23,1,3,0,14,0,0,4,0,16,16,2146,2062,42,34,8,1193,348,324,80,103,7,3,4,2146,"Iván Duque",0.39191536660329,16,16,2164,2028,96,34,6,1468,560,2028,"Iván Duque",0.447731755424063,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,18,18,5670,2977,2911,60,6,63,1973,875,"control_armado"
"52001","Pasto","Nariño","PASTO","NARINO","PASTO",315816,315816,55357,172987,44968,165526,0,6647,6526,3881,0.82471755705854,0.452253844010436,0.17528244294146,0.547746155989564,3.12493451596004,0.372463713048104,"Pacto Histórico",74000,15788,0.379009050068364,0.268308186252058,3.72705735881113,153590,0.743531703904038,0.523026099346067,0.49475928629469,0.24596301600696,"No significativo","No significativo","Periferia democrática",159454,"Partido_26",70944,17664,66,0.238132725335747,0.334140253615463,9058,31960,306423,191982,"Gustavo Petro",138318,26868,0.548292780383332,0.580523174047567,138318,26868,17460,6824,204,459,107,1742,4,127,310,94,763,763,165751,158548,4166,2702,335,34946,71277,37555,9362,4299,433,352,324,165751,"Gustavo Petro",0.311024519273323,763,763,171400,162847,5938,2441,174,47388,115459,162847,"Gustavo Petro",0.418005858259593,2,2,2,6,1,1,2,4,3,0,1,4,10,TRUE,2026,907,907,315437,239763,237969,1633,161,2678,59547,175744,"periferico"
"18460","Milán","Caquetá","MILAN","CAQUETA","MILAN",6940,6940,446,2992,316,2637,0,81,37,69,0.935734870317003,0.568876080691643,0.0642651296829971,0.431123919308357,6.7085201793722,0.36685878962536,"Partido Conservador Colombiano",755,528,0.0891244601491951,0.173237674321885,5.77241644413874,2547,0.659507495151054,0.687316338340795,0.666248726962322,0.339323655715568,"No significativo","High-High","Periferia democrática",2705,"Partido_99",897,793,64,0.252055582699253,0.0384473197781885,32,180,2376,2242,"Rodolfo Hernández",984,883,0.360992518945347,0.0450490633363069,883,236,984,25,6,7,0,101,0,0,14,0,20,20,1948,1877,42,22,7,1034,585,157,36,47,6,6,6,1948,"Iván Duque",0.408616034212769,20,20,2036,1975,42,14,5,1306,669,1975,"Iván Duque",0.32253164556962,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,22,22,6745,3680,3618,52,10,72,1526,2020,"control_armado"
"18029","Albania","Caquetá","ALBANIA","CAQUETA","ALBANIA",4530,4530,612,2429,484,2237,0,51,46,60,0.864900662251656,0.463796909492274,0.135099337748344,0.536203090507726,3.96895424836601,0.401103752759382,"Partido Conservador Colombiano",723,336,0.177522935779817,0.182340291221278,5.48425141422231,2180,0.777046903956225,0.682109215971719,0.527227461602193,0.217755953834073,"No significativo","Low-High","Democracia competitiva",2309,"Partido_99",1254,620,64,0.379080972060109,0.274577739281074,46,185,3816,2061,"Rodolfo Hernández",1217,407,0.420138940387092,0.393013100436681,407,369,1217,23,3,6,2,34,0,0,0,0,12,12,1945,1865,47,25,8,1227,239,169,47,48,122,2,11,1945,"Iván Duque",0.458811318991727,12,12,1973,1889,57,23,4,1519,370,1889,"Iván Duque",0.608258337744839,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,14,14,4517,2837,2790,37,10,62,1774,954,"control_armado"
"52683","Sandoná","Nariño","SANDONA","NARINO","SANDONA",17496,17496,2368,10832,1674,10165,0,253,202,276,0.864654778235025,0.380887059899406,0.135345221764975,0.619112940100594,4.57432432432432,0.483767718335619,"Pacto Histórico",2694,2556,0.0139987827145466,0.189702334727486,5.27141640843026,9858,0.785501373641787,0.775122156269328,0.44706821542142,0.218190536166359,"No significativo","No significativo","Democracia competitiva",9888,"Partido_71",3331,2852,66,0.224943415607555,0.0484425566343042,372,1610,10494,8886,"Gustavo Petro",6187,1371,0.522685377474215,0.54197614224623,6187,1371,1027,237,7,9,2,46,1,0,0,2,47,47,7687,7468,132,59,28,1376,3482,927,1408,177,62,7,29,7687,"Gustavo Petro",0.302876131519479,47,47,9032,8645,245,115,27,3027,5618,8645,"Gustavo Petro",0.299710815500289,1,0,0,1,0,0,0,0,0,0,0,0,1,FALSE,2026,54,54,17371,12605,12451,134,20,128,3202,9121,"periferico"
"52435","Mallama","Nariño","MALLAMA","NARINO","MALLAMA (PIEDRANCHA)",6638,6638,381,2767,267,2601,0,93,47,72,0.942603193733052,0.58315757758361,0.0573968062669479,0.41684242241639,7.26246719160105,0.359445616149443,"Pacto Histórico",744,558,0.0973821989528796,0.253144924755352,3.95030633526007,1910,0.604711912560643,0.594195349850953,0.683679144303022,0.398438235008693,"High-High","No significativo","Periferia democrática",2475,"Partido_26",687,483,66,0.164760493827161,0.0824242424242424,54,300,1620,3352,"Gustavo Petro",2871,235,0.742033395799751,0.786396181384248,2871,196,235,32,6,5,0,7,0,0,12,0,20,20,2642,2497,63,62,20,330,1868,154,92,25,22,4,2,2642,"Gustavo Petro",0.582380715087981,20,20,3068,2983,55,16,14,429,2554,2983,"Gustavo Petro",0.712370097217566,0,3,1,4,0,2,1,3,0,0,0,0,7,TRUE,2026,22,22,6530,4622,4575,41,6,49,579,3947,"corredor"
"52381","La Florida","Nariño","LA FLORIDA","NARINO","LA FLORIDA",9588,9588,1185,7037,839,6664,0,56,100,200,0.876408010012516,0.266061743846475,0.123591989987484,0.733938256153525,5.93839662447257,0.610346266166041,"Pacto Histórico",1980,1705,0.0417109055058395,0.216549346848733,4.61788508971367,6593,0.699122154938956,0.782368937004506,0.342470804603456,0.304731923769936,"No significativo","Low-Low","Dominio partidista",6534,"Partido_26",1908,1623,66,0.202344797372206,0.0436179981634527,170,535,5823,5410,"Gustavo Petro",3988,910,0.577019280376929,0.568946395563771,3988,910,382,98,2,11,0,19,0,0,0,0,28,28,4104,3990,64,33,17,1116,2270,305,116,165,10,3,5,4104,"Gustavo Petro",0.410304960395977,28,28,5053,4919,81,43,10,1732,3187,4919,"Gustavo Petro",0.295791827607237,0,0,2,2,0,0,2,2,0,0,0,0,4,TRUE,2026,31,31,9601,7114,7050,53,11,66,1802,5182,"periferico"
"52110","Buesaco","Nariño","BUESACO","NARINO","BUESACO",19140,19140,2369,11365,1799,10357,0,303,154,326,0.876227795193312,0.406217345872518,0.123772204806688,0.593782654127482,4.79738286196707,0.470010449320794,"Partido Conservador Colombiano",2370,2243,0.0127599718677786,0.170469315902293,5.86615834472617,9953,0.779882584682061,0.792192758105869,0.477660383050348,0.22273107818957,"No significativo","Low-Low","Democracia competitiva",10272,"Partido_54",2279,1845,66,0.155592475780272,0.0422507788161994,346,1165,12537,8949,"Gustavo Petro",4363,2286,0.353273321546548,0.232092971281707,4363,2286,1994,226,7,53,7,13,1,0,4,1,52,52,8501,8191,146,95,69,4844,1886,637,674,90,23,20,17,8501,"Iván Duque",0.415697341703611,52,52,9507,9120,217,98,72,6273,2847,9120,"Iván Duque",0.375657894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,60,60,18981,12419,12260,133,26,150,5661,6449,"periferico"
"52699","Santa Cruz","Nariño","SANTA CRUZ","NARINO","SANTACRUZ (GUACHAVES)",8155,8155,448,3687,350,3527,0,49,28,74,0.945064377682403,0.547884733292459,0.0549356223175966,0.452115266707541,8.22991071428571,0.397179644389945,"Alianza por Colombia",1015,411,0.285579196217494,0.293722985094647,3.40456842244664,2115,0.493497396469813,0.506287834295823,0.650938239167268,0.502335701934167,"High-High","High-High","Captura territorial",3411,"Partido_71",1144,861,66,0.209698630527874,0.0829668718850777,36,980,1224,3911,"Gustavo Petro",3442,201,0.779894391452466,0.828688315008949,3442,200,201,31,3,14,4,16,0,0,0,0,23,23,2597,2526,43,13,15,250,1995,123,63,71,10,10,4,2597,"Gustavo Petro",0.637358800227437,23,23,3761,3695,40,22,4,380,3315,3695,"Gustavo Petro",0.794316644113667,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,29,29,8101,5809,5764,29,16,70,620,5074,"conflicto_activo"
"86001","Mocoa","Putumayo","MOCOA","PUTUMAYO","MOCOA",43210,43210,6708,22827,5303,21478,0,963,649,416,0.844758157833835,0.47171950937283,0.155241842166165,0.52828049062717,3.40295169946333,0.373038648461004,"Pacto Histórico",9577,2476,0.354005683234458,0.265768023316211,3.76267990227778,20059,0.736226778706408,0.526742852740648,0.524184596759735,0.254409386292095,"No significativo","No significativo","Periferia democrática",21681,"Partido_131",6780,6485,63,0.233743450631794,0.0136063834693972,1016,7435,29772,22897,"Gustavo Petro",15830,3479,0.515774771288881,0.539415643970826,15830,2715,3479,458,9,37,6,363,5,73,80,5,101,101,19122,18391,414,247,70,4730,10260,2342,351,590,43,26,49,19122,"Gustavo Petro",0.39499832659175,101,101,21158,20338,539,263,18,6354,13984,20338,"Gustavo Petro",0.375159799390304,0,0,1,1,0,0,1,1,0,0,1,1,2,FALSE,2026,134,134,43380,30413,30186,194,33,312,7208,22666,"periferico"
"52411","Linares","Nariño","LINARES","NARINO","LINARES",8624,8624,723,5230,489,5064,0,46,53,91,0.916164192949907,0.393552875695733,0.0838358070500928,0.606447124304267,7.23374827109267,0.522611317254174,"Frente Amplio Unitario",2281,890,0.278925205534389,0.281327038831139,3.55458189925437,4987,0.550927416242306,0.581391282849824,0.486631295556244,0.444513384039694,"High-High","No significativo","Dominio partidista",4948,"Partido_71",2344,968,66,0.297838098275419,0.278092158447858,106,355,3285,4678,"Gustavo Petro",3711,481,0.64418833684493,0.690466011115861,3711,481,272,104,1,11,1,97,0,0,0,0,26,26,4246,4156,51,21,18,900,2763,200,218,54,9,5,7,4246,"Gustavo Petro",0.494124419534219,26,26,5156,5050,60,34,12,1440,3610,5050,"Gustavo Petro",0.42970297029703,0,0,2,2,0,0,1,1,0,0,0,0,3,TRUE,2026,30,30,8420,6190,6109,64,17,85,1221,4803,"periferico"
"52019","Albán","Nariño","ALBAN","NARINO","ALBAN (SAN JOSE)",7545,7545,1471,5245,1190,4841,0,106,84,173,0.805036447978794,0.304837640821736,0.194963552021206,0.695162359178264,3.56560163154317,0.500198807157058,"Alianza por Colombia",1320,1312,0.00172117039586919,0.206145981763296,4.85093132277608,4648,0.836476593534556,0.793154404757667,0.342020485013959,0.168826500241217,"No significativo","Low-Low","Democracia competitiva",4564,"Partido_71",1168,693,66,0.152286864160396,0.10407537248028,126,415,9396,3848,"Gustavo Petro",1563,1283,0.332248358625698,0.0727650727650728,1563,908,1283,77,0,13,0,4,1,0,14,0,20,20,3861,3757,52,35,17,2678,754,238,51,14,8,7,7,3861,"Iván Duque",0.552583203926533,20,20,4168,4038,85,37,8,3039,999,4038,"Iván Duque",0.50520059435364,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,25,25,7492,5311,5237,66,8,95,2820,2322,"periferico"
"52258","El Tablón","Nariño","EL TABLON","NARINO","EL TABLON",12393,12393,1320,9009,990,8524,0,97,72,239,0.893488259501331,0.273057371096587,0.106511740498669,0.726942628903413,6.825,0.620430888404745,"Partido Conservador Colombiano",2918,2001,0.118002831038476,0.241548991138884,4.13994691215675,7771,0.625675311070864,0.725915112362999,0.358288272102226,0.375720352620883,"No significativo","Low-Low","Dominio partidista",8024,"Partido_71",2934,1253,66,0.204392306629464,0.209496510468594,102,660,7263,5931,"Gustavo Petro",3789,1043,0.466428987023564,0.462991063901534,3789,1043,977,90,2,17,0,13,0,0,2,0,32,32,5406,5206,146,35,19,2203,2117,185,633,36,10,10,12,5406,"Iván Duque",0.360534086308699,32,32,6001,5823,124,39,15,3099,2724,5823,"Iván Duque",0.0643997939206594,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,37,37,12308,8324,8255,52,17,115,2914,5226,"periferico"
"52240","Chachagüí","Nariño","CHACHAGUI","NARINO","CHACHAGUI",11544,11544,1217,7479,896,7097,0,90,108,189,0.89457726957727,0.352130977130977,0.10542273042273,0.647869022869023,6.14543960558751,0.542446292446292,"Pacto Histórico",2398,1626,0.110475100171723,0.211877405997164,4.71971041600058,6988,0.671925179370683,0.722101298254011,0.435192052550538,0.328097321920987,"No significativo","No significativo","Dominio partidista",7018,"Partido_26",2461,1250,66,0.204716796713999,0.17255628384155,170,520,6363,6429,"Gustavo Petro",4642,864,0.553846905358484,0.587649712241406,4642,864,762,126,3,16,3,13,1,0,0,0,30,30,4916,4742,97,61,16,1470,2304,574,259,108,7,10,10,4916,"Gustavo Petro",0.350330846455688,30,30,5874,5641,131,87,15,2127,3514,5641,"Gustavo Petro",0.24587839035632,2,0,0,2,1,0,0,1,0,0,0,0,3,TRUE,2026,37,37,11645,8995,8925,55,15,80,2166,6679,"periferico"
"52051","Arboleda","Nariño","ARBOLEDA","NARINO","ARBOLEDA (BERRUECOS)",6166,6166,640,3546,546,3292,0,55,21,97,0.896204995134609,0.424910801167694,0.103795004865391,0.575089198832306,5.540625,0.471294193966915,"Frente Amplio Unitario",634,593,0.0129787907565685,0.151850719505744,6.58541496052756,3159,0.74653555065514,0.817192063550701,0.50630666910461,0.254961018504464,"No significativo","Low-Low","Democracia competitiva",3276,"Partido_71",776,628,66,0.152211629775732,0.0451770451770452,40,265,4257,2697,"Gustavo Petro",1414,636,0.376576426463769,0.288468668891361,1414,577,636,46,2,10,2,10,0,0,6,0,17,17,2922,2806,58,39,19,1594,966,151,50,24,10,6,5,2922,"Iván Duque",0.444512547951163,17,17,3139,3008,84,38,9,1848,1160,3008,"Iván Duque",0.228723404255319,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,2026,19,19,6071,4026,3974,47,5,69,1539,2366,"periferico"
